VFD_INSTALLED,0,Hz_MAX,50,Hz_MIN,30
FLOW_MIN,10,FLOW_MAX,4000,,
POWER_MAX,400,,,,
PUMP_PNT_INDEX,FLOW,HEAD,POWER,NPSH,
0,15.43,47.93,251.86,,
1,241.22,45.55,245.1,,
2,1515.7,41.45,270.26,,
3,2231.81,39.09,295.65,,
4,2364.38,38.85,303.51,,
5,2822.44,36.98,326.39,,
6,3174.17,34.53,340.8,,
7,3432.06,32.06,350.1,,
8,3633.15,29.97,352.71,,
9,3926.85,25.07,354.17,,
MOTOR_PNT_INDEX,POWER,EFFICIENCY,,,
0,200,95.4,,,
1,300,95.9,,,
2,400,95.7,,,
3,500,95.2,,,
4,500.1,95.2,,,
