VFD_INSTALLED,0,Hz_MAX,50,Hz_MIN,30
FLOW_MIN,10,FLOW_MAX,4000,,
POWER_MAX,400,,,,
PUMP_PNT_INDEX,FLOW,HEAD,POWER,NPSH,
0,0,68.75,197.52,,
1,540,64.69,226.13,,
2,1000,62.65,266.75,,
3,1530,59.54,312.9,,
4,2035,55.51,350.74,,
5,2330,51.8,369.2,,
6,2500,49.42,377.51,,
7,3200,36.91,387.66,,
8,3500,30,387,,
9,3501,30,387,,
MOTOR_PNT_INDEX,POWER,EFFICIENCY,,,
0,200,95.4,,,
1,300,95.9,,,
2,400,95.7,,,
3,500,95.2,,,
4,500.1,95.2,,,
